,act,context,onset,offset,inter_scale,target,predictability,agent_H_NH,main_effector,eff_visibility,act_label,obj_label,run,sociality,dinamicity,durativity,telicity,iterativity,transitivity,multi_ag_vs_jointact,tool_mediated,faces,ToM,touch,EBL,EIA,gesticolare,simbolic_gestures,people_present,rater
831,act_832,2,02:52.0,02:55.9,0,2,0,1,6,1,rispondere,donna,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
832,act_833,2,02:53.5,02:55.6,0,0,1,1,2,1,passare,tazza,5,0,1,0,1,0,1,2,0,1,0,2,0,0,0,0,1,LT
833,act_834,2,02:54.1,02:56.1,0,0,1,1,2,1,prendere,tazza,5,0,1,0,1,0,1,2,0,1,0,2,0,0,0,0,1,LT
834,act_835,2,02:55.7,02:56.7,0,2,0,1,6,1,domandare,donna,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,LT
835,act_836,2,02:56.8,03:11.1,0,2,0,1,6,1,parlare,donna,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
836,act_837,2,02:59.2,03:00.1,0,0,0,1,1,0,appoggiare,tazza,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
837,act_838,2,03:01.4,03:02.1,0,0,0,1,10,1,sedersi,sedia,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,1,LT
838,act_839,2,03:07.2,03:08.1,0,0,1,1,0,0,avvicinare,tazza,5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,LT
839,act_840,2,03:11.5,03:11.8,0,2,0,1,6,1,chiamare,uomo,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,LT
840,act_841,2,03:12.5,03:13.3,0,2,0,1,6,1,domandare,donna,5,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,LT
841,act_842,2,03:14.3,03:15.9,0,2,0,1,6,1,domandare,donna,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,LT
842,act_843,2,03:16.2,03:16.9,0,0,0,1,1,1,appoggiare,tazza,5,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1,LT
843,act_844,2,03:16.9,03:18.3,0,2,0,1,6,1,rispondere,donna,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
844,act_845,2,03:18.4,03:19.0,1,0,1,1,5,1,alzarsi,sedia,5,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,1,LT
845,act_846,2,03:19.0,03:20.4,1,1,1,1,5,0,precipitarsi,camera,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,LT
846,act_847,2,03:20.0,03:20.3,0,2,0,1,6,1,chiamare,donna,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,LT
847,act_848,2,03:21.2,03:22.6,0,0,1,1,0,1,aprire ,raccoglitore,5,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,LT
848,act_849,2,03:22.7,03:29.6,0,0,1,1,0,1,sfogliare ,raccoglitore,5,0,1,1,0,1,1,0,0,1,0,2,1,0,0,0,0,LT
849,act_850,2,03:33.0,03:33.4,0,0,0,1,1,0,prendere ,disegno,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
850,act_851,2,03:33.2,03:34.2,1,0,1,1,5,1,alzarsi,sedia,5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
851,act_852,2,03:35.0,03:37.6,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,LT
852,act_853,2,03:37.7,03:38.4,0,0,0,1,0,1,mostrare,disegno,5,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,LT
853,act_854,2,03:38.2,03:38.9,0,0,0,1,1,1,prendere ,disegno,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
854,act_855,2,03:44.0,03:45.0,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
855,act_856,2,03:47.0,04:02.2,0,2,0,1,6,1,parlare,telefono,5,1,1,1,0,0,1,0,1,1,0,2,1,0,0,0,0,LT
856,act_857,2,03:47.0,04:02.2,1,4,0,1,5,1,camminare,,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
857,act_858,2,04:02.9,04:06.9,0,2,0,1,6,1,parlare,uomo,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,LT
858,act_859,2,04:04.7,04:07.1,0,0,0,1,0,1,riporre,orologio,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
859,act_860,2,04:07.3,04:08.6,0,2,0,1,6,1,domandare,uomo,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
860,act_861,2,04:08.8,04:12.9,0,2,0,1,6,1,rispondere,uomo,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,LT
861,act_862,2,04:09.5,04:10.8,0,0,1,0,2,1,afferrare ,attizzatoio,5,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,LT
862,act_863,2,04:11.2,04:12.5,0,0,1,0,1,1,impugnare,attizzatoio,5,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,LT
863,act_864,2,04:13.2,04:13.8,1,2,0,1,3,1,colpire ,tavolo,5,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,LT
864,act_865,2,04:16.8,04:19.9,0,0,0,0,2,1,spezzare,tavolo,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,LT
865,act_866,2,04:24.6,04:26.7,1,1,0,0,10,1,uscire,buco,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
866,act_867,2,04:27.3,04:32.8,0,2,0,0,5,1,seguire ,cane,5,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,LT
867,act_868,2,04:27.9,04:32.8,1,1,0,0,5,1,scendere,gradini,5,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
868,act_869,2,04:32.9,04:36.9,1,1,0,0,10,1,entrare,buco,5,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
869,act_870,2,04:37.0,04:38.9,1,1,0,0,5,1,scendere,gradini,5,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
870,act_871,2,04:42.8,04:45.9,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
871,act_872,2,04:46.0,04:49.3,1,1,0,0,10,1,entrare,buco,5,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
872,act_873,2,04:55.0,05:00.6,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
873,act_874,2,05:01.5,05:02.3,0,4,1,1,10,1,voltarsi ,,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LT
874,act_875,2,05:03.3,05:04.6,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
875,act_876,2,05:04.8,05:07.9,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
876,act_877,0,05:08.0,05:11.6,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
877,act_878,0,05:11.5,05:14.7,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
878,act_879,0,05:11.9,05:12.5,0,0,1,0,7,1,aprire,porta,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
879,act_880,0,05:15.2,05:19.6,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,LT
880,act_881,0,05:22.1,05:28.6,0,3,1,0,6,1,infilare,cuccioli ,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,LT
881,act_882,0,05:25.9,05:30.5,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
882,act_883,0,05:30.6,05:31.3,0,3,0,0,6,1,abbaiare ,cuccioli ,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
883,act_884,0,05:31.3,05:35.2,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
884,act_885,0,05:35.3,05:38.6,1,4,0,0,10,1,infilarsi ,cancello ,5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,LT
885,act_886,0,05:38.6,05:41.1,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
886,act_887,0,05:41.1,05:45.2,0,2,0,0,6,1,abbaiare ,uomo,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
887,act_888,0,05:41.1,05:41.9,0,4,0,0,7,1,voltarsi ,,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
888,act_889,0,05:45.4,05:49.8,0,3,0,1,6,1,parlare,cucciolo ,5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
889,act_890,0,05:46.4,05:49.8,1,3,0,1,10,1,avventarsi,cucciolo,5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
890,act_891,0,05:58.8,06:02.3,0,2,0,0,6,1,abbaiare ,uomo,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
891,act_892,0,06:00.5,06:01.5,1,1,0,0,5,1,scendere,gradini,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LT
892,act_893,0,06:02.5,06:02.8,0,3,0,0,6,1,abbaiare ,cucciolo,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
893,act_894,0,06:03.5,06:06.6,1,2,0,0,5,1,seguire ,cane,5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
894,act_895,0,06:03.6,06:06.6,1,1,0,0,5,1,salire,gradini,5,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
895,act_896,0,06:07.8,06:09.0,0,1,0,1,10,1,emergere,acqua,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,LT
896,act_897,0,06:10.6,06:14.3,0,4,0,1,6,1,parlare,,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
897,act_898,0,06:13.7,06:16.2,0,0,0,1,4,1,aggrapparsi,ghiaccio,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
898,act_899,0,06:16.4,06:17.9,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,LT
899,act_900,0,06:18.3,06:19.2,0,1,0,0,10,1,infilarsi ,tubo,5,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
900,act_901,0,06:20.9,06:26.5,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
901,act_902,0,06:24.5,06:27.5,1,4,0,0,5,1,correre ,,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
902,act_903,0,06:27.3,06:28.0,1,4,0,0,10,1,sgusciare,cancello ,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
903,act_904,0,06:28.1,06:30.3,1,4,0,0,10,1,sgusciare,cancello ,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
904,act_905,0,06:30.4,06:54.1,0,0,0,1,1,0,guidare,macchina,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,LT
905,act_906,0,06:54.2,06:56.4,0,0,0,1,4,0,frenare,macchina,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,LT
906,act_907,0,06:56.6,06:57.4,0,0,1,1,2,1,aprire,portiera,5,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
907,act_908,0,06:57.2,06:58.1,0,1,1,1,5,1,scendere,macchina,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,LT
908,act_909,0,06:57.5,06:59.5,0,0,0,1,6,1,fumare ,sigaretta,5,0,1,0,1,0,1,0,1,1,0,2,1,0,0,0,0,LT
909,act_910,0,07:00.8,07:05.3,0,2,0,1,6,1,salutare,donna,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,LT
910,act_911,0,07:05.6,07:06.9,0,2,0,1,6,1,domandare,uomo,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
911,act_912,0,07:07.1,07:10.5,0,2,0,1,6,1,rispondere,donna,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
912,act_913,0,07:12.1,07:15.4,0,2,0,1,6,1,domandare,uomo,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,LT
913,act_914,0,07:15.6,07:27.1,0,2,0,1,6,1,rispondere,donna,5,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,LT
914,act_915,0,07:27.8,07:28.5,0,2,0,1,6,1,chiamare,uomo,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
915,act_916,0,07:30.0,07:34.6,0,2,0,1,6,1,ordinare,uomo,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
916,act_917,0,07:34.6,07:35.3,0,0,1,1,1,1,mettersi,cappello,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
917,act_918,0,07:37.3,07:42.4,0,4,0,1,6,1,parlare,,5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
918,act_919,0,07:37.4,07:39.2,0,1,1,1,5,1,entrare,macchina,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
919,act_920,0,07:42.0,07:42.2,0,0,1,1,2,0,chiudere,portiera,5,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
920,act_921,0,07:42.3,07:43.3,0,0,1,1,0,0,accendere,macchina,5,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,LT
921,act_922,0,07:43.0,07:47.0,0,0,1,1,1,0,guidare ,macchina,5,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,LT
922,act_923,1,07:49.8,07:51.6,1,1,0,1,5,1,scendere,gradini,5,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,LT
923,act_924,1,00:11.3,00:12.4,0,1,1,1,5,1,uscire ,portone,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,LT
924,act_925,1,00:12.3,00:15.2,1,1,0,1,5,1,scendere,gradini,6,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,LT
925,act_926,1,00:10.6,00:13.8,1,0,0,1,3,1,trasportare ,pelliccia,6,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,LT
926,act_927,1,00:15.2,00:31.3,0,2,0,1,6,1,parlare,coppia,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
927,act_928,1,00:31.3,00:34.0,0,2,0,1,7,1,abbracciarsi,coppia,6,1,1,1,0,0,0,2,0,1,0,1,1,0,0,0,0,LT
928,act_929,0,00:41.0,00:45.0,0,3,0,0,6,1,gracchiare,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
929,act_930,0,00:45.8,00:46.1,0,3,0,0,6,1,abbaiare ,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
930,act_931,0,00:46.4,00:51.1,1,1,0,0,5,1,entrare,stalla,6,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
931,act_932,2,00:52.5,00:55.9,1,1,0,0,5,1,scendere,gradini,6,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
932,act_933,2,01:00.0,01:05.2,1,1,0,0,5,1,salire,scala,6,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,LT
933,act_934,2,01:10.1,01:11.9,0,3,0,0,6,1,muggire,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
934,act_935,2,01:15.0,01:21.3,0,3,0,0,6,1,leccare,mammelle,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,LT
935,act_936,2,01:25.0,01:27.6,0,3,0,0,6,1,leccare,mammelle,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,LT
936,act_937,0,01:23.3,01:23.5,0,3,0,0,6,1,abbaiare ,cuccioli ,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
937,act_938,0,01:25.4,01:25.6,0,3,0,0,6,0,abbaiare ,cuccioli ,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
938,act_939,0,01:27.3,01:27.7,0,1,0,0,6,1,ruttare,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
939,act_940,0,01:28.4,01:28.7,0,3,0,0,6,1,abbaiare ,cuccioli ,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
940,act_941,2,01:30.0,01:39.5,0,3,0,0,5,1,accorrere,cani,6,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,LT
941,act_942,2,01:39.5,01:41.8,0,1,0,0,4,1,grattarsi,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
942,act_943,2,01:43.3,01:44.2,0,1,0,0,5,1,uscire,tinozza ,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
943,act_944,2,01:47.8,01:48.7,0,3,0,0,8,1,leccare,testa,6,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,LT
944,act_945,2,01:49.3,01:51.4,0,3,0,0,8,1,leccare,muso,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
945,act_946,2,01:52.0,01:58.7,0,3,0,0,5,1,accorrere,cani,6,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,LT
946,act_947,0,01:58.9,02:03.4,0,0,1,1,1,0,guidare ,macchina,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,LT
947,act_948,2,02:02.4,02:05.6,1,3,0,1,9,1,cercare ,orme ,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
948,act_949,0,02:09.1,02:11.9,0,0,0,1,6,1,fumare ,sigaretta,6,0,1,0,1,0,1,0,1,1,0,2,1,0,0,0,0,LT
949,act_950,0,02:13.9,02:15.9,0,0,1,1,1,0,guidare ,macchina,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,LT
950,act_951,0,02:17.9,02:19.6,0,3,0,0,6,1,gracchiare,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
951,act_952,0,02:19.7,02:34.1,0,0,1,1,1,0,guidare ,macchina,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,LT
952,act_953,2,02:34.7,02:36.7,0,3,0,0,6,1,gracchiare,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
953,act_954,2,02:36.5,02:37.8,0,1,0,0,10,1,svegliarsi ,,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LT
954,act_955,2,02:38.4,02:39.0,0,3,0,0,6,1,abbaiare ,cuccioli ,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
955,act_956,2,02:39.0,02:40.0,1,4,0,0,5,1,correre ,,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
956,act_957,2,02:40.7,02:46.8,1,4,0,0,5,1,correre,,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
957,act_958,0,02:46.9,02:48.4,0,0,1,1,2,1,aprire,portiera,6,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,LT
958,act_959,0,02:48.5,02:53.3,0,1,1,1,5,1,scendere,macchina,6,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
959,act_960,0,02:50.4,02:56.2,0,1,0,1,0,1,tapparsi,naso,6,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,LT
960,act_961,0,02:54.6,02:56.2,0,0,1,1,2,0,chiudere,portiera,6,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
961,act_962,0,02:58.9,03:08.2,0,4,0,1,6,1,parlare,,6,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
962,act_963,0,02:59.8,03:08.5,1,4,1,1,5,0,arrancare,,6,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,LT
963,act_964,0,03:09.1,03:14.5,1,4,1,0,10,1,volare,,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
964,act_965,0,03:10.9,03:11.3,0,0,1,1,5,1,afferrare ,cappello,6,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
965,act_966,0,03:11.2,03:12.9,1,4,0,1,3,1,dibattersi,,6,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,LT
966,act_967,0,03:14.2,03:14.5,1,0,1,0,5,1,atterrare,cornicione,6,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,LT
967,act_968,0,03:09.2,03:15.9,0,3,0,0,6,1,gracchiare,,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
968,act_969,2,03:14.5,03:16.5,0,0,0,1,5,1,stropicciare,cappello,6,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
969,act_970,0,03:17.9,03:18.6,0,4,0,1,3,1,indossare ,cappotto,6,0,1,0,1,0,1,0,0,1,0,2,1,0,1,0,0,LT
970,act_971,0,03:19.2,03:22.9,1,4,1,1,5,0,arrancare,,6,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,LT
971,act_972,2,03:23.0,03:24.6,1,4,0,0,5,1,scappare,,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
972,act_973,2,03:26.7,03:27.6,0,3,0,0,6,1,abbaiare ,cuccioli ,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
973,act_974,0,03:29.7,03:37.8,1,4,1,1,5,0,arrancare,,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
974,act_975,0,03:38.0,03:43.7,0,0,0,0,9,1,sbirciare,fessura,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,LT
975,act_976,2,03:44.0,03:45.7,1,2,0,0,4,1,scalciare,porta,6,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,0,LT
976,act_977,2,03:50.0,03:51.3,0,0,1,1,5,1,alzarsi,suolo,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LT
977,act_978,0,03:52.0,03:57.9,0,2,0,0,6,1,nitrire ,donna,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
978,act_979,2,04:01.0,04:07.7,1,1,0,0,5,1,scendere,scale,6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LT
979,act_980,2,04:07.9,04:13.1,1,2,0,1,5,0,avvicinarsi,paglia,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
980,act_981,2,04:13.2,04:14.6,0,0,0,1,3,1,scostare,tenda ,6,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
981,act_982,0,04:14.0,04:23.3,1,4,0,0,5,1,correre ,,6,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,LT
982,act_983,2,04:16.2,04:25.4,0,4,0,1,6,1,parlare,,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
983,act_984,2,04:25.4,04:26.3,0,4,0,1,6,1,ridere,,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,LT
984,act_985,2,04:31.1,04:35.3,0,3,0,1,6,1,parlare,procione,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
985,act_986,2,04:36.9,04:45.5,0,2,0,0,6,1,squittire,donna,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
986,act_987,2,04:37.6,04:41.7,0,3,0,1,6,1,ordinare,procione,6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
987,act_988,2,04:43.5,04:44.7,0,3,0,1,6,1,urlare,procione,6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
988,act_989,2,04:45.5,04:46.4,1,0,0,0,10,1,spingere ,leva,6,0,1,1,0,0,1,2,0,0,0,2,0,1,0,0,0,LT
989,act_990,2,04:52.0,04:53.2,0,4,0,0,6,1,ridere,donna,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
990,act_991,2,04:53.5,04:54.9,0,3,0,1,0,1,battersi,zampe,6,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,LT
991,act_992,2,04:57.3,04:58.7,0,1,0,1,10,1,emergere,melassa,6,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,LT
992,act_993,2,04:58.9,04:59.2,1,4,0,0,10,1,volare,,6,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,LT
993,act_994,2,04:59.5,05:01.4,1,4,0,0,5,1,scappare,,6,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,LT
994,act_995,2,05:01.6,05:05.1,1,4,0,1,10,1,dibattersi,,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,LT
995,act_996,2,05:05.6,05:08.0,0,1,1,1,3,1,aggrapparsi,tinozza,6,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
996,act_997,2,05:08.5,05:22.1,1,1,1,1,10,1,uscire,tinozza,6,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
997,act_998,2,05:23.1,05:25.5,1,4,0,1,3,1,pulirsi,,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,LT
998,act_999,2,05:26.4,05:37.8,1,4,1,1,5,0,arrancare,,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
999,act_1000,2,05:38.1,05:41.7,0,3,0,1,6,1,urlare,animali,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
1000,act_1001,2,05:41.6,05:43.9,1,2,0,0,10,1,colpire ,donna,6,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,LT
1001,act_1002,2,05:48.0,05:49.8,0,4,0,0,6,1,nitrire ,,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
1002,act_1003,2,05:49.3,05:50.3,0,4,0,0,6,1,muggire,,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
1003,act_1004,2,05:54.6,05:57.3,0,4,0,0,6,1,grufolare,,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,LT
1004,act_1005,2,05:57.3,06:00.9,0,1,1,1,5,1,alzarsi ,letame,6,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,LT
1005,act_1006,0,06:06.3,06:09.4,0,0,1,1,1,0,guidare ,macchine,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,LT
1006,act_1007,0,06:09.4,06:14.1,0,0,1,1,2,1,aprire,portiere,6,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,1,LT
1007,act_1008,0,06:10.1,06:14.5,0,1,1,1,5,1,scendere,macchina,6,0,1,0,1,0,1,1,0,1,0,2,0,0,0,0,1,LT
1008,act_1009,0,06:17.1,06:17.8,0,1,1,1,6,1,domandare,donna ,6,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,LT
